'ANREDE';'TITEL';'GESCHLECHT';'VORNAME';'NAME';'STRASSE';'PLZ';'ORT';'EMAIL';'VORWAHL';'TELEFON';'ID';'LAND'
'Herr';'';'m';'Klemens Lorenz';'Hustedt';'Freusburgermühle 164';'9512';'Rossrüti';'klemenslorenz_hustedt@net-mail.ch';'';'02651/33382143';'87091';'CH'
'Herr';'';'m';'Adolph';'Böning';'Kindelsbergstrasse 143';'56761';'Düngenheim';'';'';'02653/68708725';'151093';'DE'
'Frau';'';'w';'Ruthild';'Assenmacher';'Im Eck 199';'79211';'Denzlingen';'r_assenmacher@justmail.de';'';'07666/45295966';'179950';'DE'
'Frau';'';'w';'Emelie';'Schroers';'Moorweg 130';'6314';'Neuägeri';'emelie.70@mymail.ch';'';'062 716 6489';'5065';'CH'
'Herr';'';'m';'Wolfmar';'Zinn';'Holländische Strasse 62';'5627';'Besenbüren';'wolfmar.72@domain.ch';'';'067653205';'27782';'CH'
'Herr';'';'m';'Ringo Simpert';'Black';'Fürst-zu-Salm-Horstmar-Strasse 156';'7323';'Wangs';'ringosimpertblack@domain.ch';'';'056/6396058';'34689';'CH'
'';'';'';'Caja Rosina';'Schwalm';'Jesinghauser Strasse 19';'76831';'Impflingen';'cajarosina_schwalm@validmail.de';'';'06341/50700138';'17187';'DE'
'Herr';'';'m';'Herwig';'Lepper';'Siepener Weg 174';'87778';'Stetten';'';'';'';'60769';'DE'
'Herr';'';'m';'Vincent';'Pech';'In der Bitze 11';'8507';'Hörhausen';'vincent_pech@web.ch';'';'';'16001';'CH'
'';'';'w';'Heideline';'Meinzer';'Walingen 6';'3130';'Spremberg';'h_meinzer@bestmail.de';'';'03695/42898379';'6938';'DE'
'';'';'w';'Heidetraud';'Desch';'Karl-Simrock-Strasse 81';'88605';'Meßkirch';'heidetrauddesch@web.de';'';'';'88605';'DE'
'';'';'m';'Carl';'Frenken';'Vischeler Strasse 64';'48351';'Everswinkel';'carlfrenken@validmail.de';'';'02582/21944213';'24561';'DE'
'Herr';'';'m';'Sigwart';'Haus-Lambrecht';'Westfalendamm 104';'37081';'Göttingen';'shauslambrecht@retromail.de';'';'0551/10404639';'155643';'DE'
'Frau';'';'f';'Ingedore';'Rauser';'Blumenstrasse 184';'1757';'Noréaz';'irauser@anymail.ch';'';'044/2162146';'136127';'CH'
'Herr';'Dr.';'';'Treuhart';'Sammet';'Kettiger Strasse 31';'55758';'Oberreidenbach';'';'';'';'76031';'DE'
'Herr';'';'m';'Siegfried';'Jähn';'Kösliner Strasse 174';'29229';'Celle';'siegfriedjaehn@validmail.de';'';'';'78329';'DE'
'';'';'m';'Godo';'Struckmeier';'Neue Mühle 136';'9315';'Winden';'godo-struckmeier@hoster.ch';'';'044/4373161';'9037';'CH'
'Herr';'';'m';'Burgfried';'Seedorf';'Erfurter Ring 31';'91249';'Weigendorf';'bseedorf@private.de';'';'09154/24368988';'52718';'DE'
'Herr';'';'m';'Helwart';'Christof';'Heedfelder Strasse 93';'1877';'Bischofswerda';'';'';'02841/69227521';'185995';'DE'
'Herr';'';'m';'Bertram';'Bichler';'Wagnerstrasse 150';'5467';'Fisibach';'b-bichler@funmail.ch';'';'06564/28468685';'41711';'CH'
'';'Dr.';'m';'Allmar';'Düvel';'Schraberg 39';'5465';'Mellikon';'';'';'044/6157952';'139867';'CH'
'Herr';'';'m';'Hieronymus';'Kühl';'Hohes Feld 128';'4552';'Borna';'';'';'02602/83693609';'58016';'DE'
'Frau';'Dr.';'w';'Idamarie';'Gerth';'Altmai 190';'29351';'Eldingen';'';'';'05148/18143899';'45073';'DE'
'Frau';'';'w';'Doritha';'Lüdeke';'Holthausen 51';'49448';'Marl';'';'';'05443/82786848';'57643';'DE'
'';'';'';'Heidegunde';'Zauner';'Alte Heide 147';'53520';'Dankerath';'heidegunde85@retromail.de';'';'';'24411';'DE'
'Herr';'';'m';'Heinzwerner Justus';'Deger';'Südfeld 97';'74869';'Schwarzach';'hdeger@kitty.de';'';'06262/80910654';'55475';'DE'
'k.A.';'';'';'Phillipp';'Flegel';'Usinger Strasse 34';'48341';'Altenberge';'phillipp_flegel@net-mail.de';'';'02505/97064641';'47854';'DE'
'k.A.';'';'d';'Roslinde Kathrin';'Martel';'Zum Hahn 72';'7924';'Neundorf';'';'';'04422/15030789';'94658';'DE'
'k.A.';'';'d';'Margaritta';'Gries';'Reichshofstrasse 38';'2336';'Les Bois';'';'';'';'23360';'CH'
'Frau';'';'w';'Kathrein Flora';'Dethlefs';'Kapellenkamp 97';'7368';'Remptendorf';'k_73@bestmail.de';'';'09407/18177221';'70845';'DE'
'Herr';'';'m';'Gerdt';'Johnston';'Johann-Strauss-Weg 102';'38559';'Wagenhoff';'gerdt1991@company.de';'';'05376/11763855';'102391';'DE'
'Frau';'';'w';'Gerburg';'Blase';'Schürenheck 155';'57639';'Oberdreis';'gerburg-blase@ultramail.de';'';'';'138892';'DE'
'Herr';'';'m';'Stefan';'Schnitzer';'Brückenweg 146';'8498';'Gibswil';'stefan.schnitzer@bestmail.ch';'';'066170565';'84982';'CH'
'Frau';'';'w';'Alina';'Yavuz';'Gappenacher Strasse 117';'6418';'Rothenthurm';'alina-yavuz@trashmail.ch';'';'045/1511174';'91750';'CH'
'Frau';'';'';'Liesegret';'Hampl-Kreß';'Dornburger Strasse 106';'4719';'Ramiswil';'';'';'0471/12180103';'31461';'CH'
'Frau';'';'w';'Bärbele-Lily';'Blass';'Im Browelt 118';'39108';'Magdeburg';'';'';'0391/12538945';'16750';'DE'
'Frau';'';'w';'Hellgard';'Gleißner';'Auf dem Kamp 29';'27568';'Bremerhaven';'hellgard.gleissner@live-mail.de';'';'0471/56224178';'131138';'DE'
'Herr';'';'m';'Franziskus';'Claas';'Funkenhausen 73';'41468';'Uedesheim';'franziskusclaas@retromail.de';'';'02131/35422309';'29538';'DE'
'Frau';'';'w';'Heidegard';'Jaschke';'Am Kürchen 2';'3130';'Spremberg';'h.jaschke@email.de';'';'06592/36249554';'126496';'DE'
'Frau';'';'w';'Klothildis';'Steitz';'Auf der Glate 90';'5014';'Gretzenbach';'';'';'';'51998';'CH'
'';'';'m';'Ekkardt Alhard';'Rauscher';'Lohstrasse 150';'88099';'Neukirch';'e_rauscher@live-mail.de';'';'';'40083';'DE'
'Frau';'';'w';'Marena Theodolinde';'Brauer';'Vennstrasse 169';'5621';'Zufikon';'marenatheodolinde_87@live-mail.ch';'';'';'70225';'CH'
'Frau';'';'w';'Luna';'Gasteiger';'Arnoldsweilerweg 34';'4566';'Oekingen';'';'';'032/7034316';'58848';'CH'
'Herr';'';'m';'Germo';'Günther-Kröber';'Schneidmühle 9';'97421';'Schweinfurt';'';'';'09721/24328596';'36845';'DE'
'Frau';'';'w';'Jutta';'Klimpel';'Schützstrasse 125 b';'6772';'Rodi-Fiesso';'jutta_95@kitty.ch';'';'041 659 5095';'56384';'CH'
'Herr';'';'m';'Jamie';'Schönfeld';'Leybergweg 10';'1687';'Vuisternens-devant-Romont';'';'';'044/4871772';'16877';'CH'
'Herr';'';'m';'Maurice';'Neu';'Haaner Strasse 162';'67699';'Heiligenmoschel';'';'';'06363/2154384';'16087';'DE'
'Frau';'';'w';'Gotlind';'Evert';'Akazienallee 95';'1877';'Bischofswerda';'gevert@spam-mail.de';'';'0221/95165299';'90022';'DE'
'Frau';'';'';'Lucia';'Kimmel';'Frauenhoek 100';'6558';'Lostallo';'l-kimmel@funmail.ch';'';'043249397';'1003';'CH'
'Frau';'';'w';'Linde';'Klaas';'Am Ottoturm 98';'30161';'Hannover';'linde-1975@xyz.de';'';'0511/42707401';'4387';'DE'
'Herr';'';'m';'Dietolf';'Kampe';'Am Ziegenberg 67';'1691';'Villarimboud';'d_1969@bestmail.ch';'';'044/5878787';'47557';'CH'
'';'';'m';'Renatus';'Kern';'Pantaleonstrasse 180';'1691';'Villarimboud';'r_kern@bestmail.ch';'';'063266483';'48722';'CH'
'Frau';'';'w';'Urte';'Haase';'Meerstrasse 116';'2732';'Saules BE';'';'';'044/3355514';'49207';'CH'
'k.A.';'';'d';'Lidwina';'Bethke';'Südlager 105';'6528';'Camorino';'l.bethke@inter-mail.ch';'';'';'65285';'CH'
'Frau';'';'w';'Irene Irlanda';'Röttger';'Am Siepen 61';'7323';'Wangs';'';'';'';'44404';'CH'
'Frau';'';'w';'Hannerose';'Gogolin';'Margaretenhöhe 60';'54531';'Pantenburg';'h_73@justmail.de';'';'';'54801';'DE'
'Herr';'';'m';'Hermann';'Riebel';'Werler Strasse 187';'1877';'Bischofswerda';'hermann-riebel@email.de';'';'06371/55160143';'29346';'DE'
'Frau';'';'w';'Kora';'Soltau';'Braubacher Strasse 182';'2739';'Eibau';'korasoltau@hoster.de';'';'07056/15767725';'12916';'DE'
'';'';'w';'Sidonie Anke';'Scheibel';'Augustenstrasse 45 c';'1587';'Montmagny';'s_1997@inter-mail.ch';'';'049892733';'158723';'CH'
'';'';'m';'Herwald';'Kraushaar';'Derschlager Strasse 136';'6921';'Vico Morcote';'hkraushaar@validmail.ch';'';'041 396 5267';'69214';'CH'
'k.A.';'';'d';'Vitus';'Radtke';'Seeburger Strasse 160';'66130';'Saarbrücken';'vitus.93@bestmail.de';'';'';'10969';'DE'
'';'';'w';'Milena';'Lammel';'Mendiger Strasse 53';'1762';'Givisiez';'';'';'';'176215';'CH'
'';'';'w';'Margitte Marfriede';'Eisenmann';'Eichendorffweg 55';'2732';'Saules BE';'margittemarfriede.eisenmann@quickmail.ch';'';'044 821 5618';'60856';'CH'
'k.A.';'';'d';'Irmelinde';'Elser';'Karl-Simrock-Strasse 164';'4719';'Ramiswil';'i-elser@trashmail.ch';'';'045/6503119';'56570';'CH'
'Frau';'Dr.';'w';'Hannelene';'Geib';'Rhein-Mosel-Strasse 133';'54441';'Ayl';'';'';'06501/10815609';'8209';'DE'
'Herr';'';'f';'Godo';'Dey';'Danzigstrasse 118';'37081';'Göttingen';'godo_dey@quickmail.de';'';'0551/90395271';'32682';'DE'
'Herr';'';'m';'Maik';'Merten';'Am Gartenfeld 116';'2576';'Lüscherz';'maikmerten@inter-mail.ch';'';'032/6413372';'77918';'CH'
'Frau';'';'w';'Bettina Janina';'Grimm';'Mühlstrasse 77';'9512';'Rossrüti';'bettinajanina95@xyz.ch';'';'044 117 4048';'81776';'CH'
'Herr';'';'';'Nick';'Gerhold';'Sechsheldener Strasse 2';'84371';'Triftern';'n_1978@live-mail.de';'';'08562/20683442';'3191';'DE'
'Frau';'';'w';'Katherina';'Hußmann';'Seelbacher Weg 192';'23898';'Lüchow';'k.hussmann@bestmail.de';'';'';'85590';'DE'
'Herr';'';'m';'Helwin';'Fisher';'Stimbergstrasse 115';'1714';'Heitenried';'helwin-fisher@company.ch';'';'041 342 2665';'1714';'CH'
'Frau';'';'w';'Lili';'Bork';'Hülmer Strasse 200';'7156';'Rueun';'';'';'045/6113117';'37780';'CH'
'';'';'';'Hanspeter-Friedwin';'Bierbaum';'Dahlbergweg 84';'5630';'Muri AG';'h.friedwin.bierbaum@email.ch';'';'062 385 3045';'102205';'CH'
'Frau';'';'w';'Valentine Hildelies';'Jünger';'Rincklakeweg 172';'64291';'Darmstadt';'v_79@domain.de';'';'06151/89631588';'41093';'DE'
'Herr';'';'m';'Karlfried';'Stolper';'Axtbachtal 134';'4719';'Ramiswil';'karlfried_stolper@email.ch';'';'';'96949';'CH'
'Frau';'';'w';'Gundhilde';'Kiehne';'Joachimstrasse 43';'9502';'Braunau';'gundhilde.kiehne@justmail.ch';'';'056/9126123';'95029';'CH'
'Frau';'';'w';'Cirsten Waltraut';'Mühl';'Westergastweg 46';'6542';'Buseno';'cirstenwaltraut88@kitty.ch';'';'032/8279792';'59588';'CH'
'Frau';'';'m';'Sybil';'Holzheimer-Jungmann';'Schraberg 46';'1040';'Villars-le-Terroir';'sybil.holzheimer-jungmann@funmail.ch';'';'064837406';'78392';'CH'
'';'';'w';'Roselore';'Gerl';'Anton-Holtz-Strasse 163';'2576';'Lüscherz';'roselore.gerl@funmail.ch';'';'062 981 3915';'179745';'CH'
'Frau';'';'w';'Susan';'Siegemund';'Kölner Landstrasse 88';'3082';'Schlosswil';'susansiegemund@email.ch';'';'041 134 2045';'158874';'CH'
'Herr';'';'m';'Rütger';'Winterberg-Sommerer';'Zum Bakenbusch 198';'84558';'Feichten an der Alz';'';'';'';'44240';'DE'
'Herr';'';'m';'Eckfried';'Macke';'Blumenhaller Weg 186';'5628';'Aristau';'eckfried.macke@goggle-mail.ch';'';'044/7925523';'160117';'CH'
'';'Dr.';'m';'Gundhart';'Siegemund';'Auf dem Born 17c';'88441';'Mittelbiberach';'';'';'07351/84391161';'192415';'DE'
'';'';'w';'Bringfriede-Karin';'Höfle-Neumeister';'Kempelstrasse 31';'5467';'Fisibach';'bringfriede_karin-hoefleneumeister@bestmail.ch';'';'044836377';'84143';'CH'
'Frau';'';'w';'Nicole Traudel';'Weindl';'Am Krummen Acker 139';'5647';'Oberrüti';'n-weindl@company.ch';'';'044 624 7875';'113856';'CH'
'Herr';'';'m';'Manhardt';'Jaensch';'Janningsweg 46';'1757';'Noréaz';'m-jaensch@hoster.ch';'';'';'134080';'CH'
'Frau';'';'w';'Friederike';'Obst';'Twistedener Strasse 115';'5014';'Gretzenbach';'friederike.1972@justmail.ch';'';'045/4002814';'150030';'CH'
'Frau';'';'';'Alexandra';'Schacht';'Auf der Kümm 191';'6353';'Weggis';'aschacht@quickmail.ch';'';'06182/16932376';'9991';'CH'
'Herr';'';'m';'Jonas Edgar';'Wischer';'Am Rathaus 145';'1489';'Murist';'';'';'056/7137004';'148979';'CH'
'Frau';'';'w';'Herlind';'Mensing';'Immelmannstrasse 37';'2533';'Evilard';'h-1977@live-mail.ch';'';'061793392';'37002';'CH'
'';'';'m';'Gerhard';'Hendricks';'Albrecht-Dürer-Platz 2';'1270';'Trélex';'gerhard.hendricks@live-mail.ch';'';'056/3763923';'12709';'CH'
'Herr';'';'m';'Detrich';'Böke';'Gasmert 75';'55481';'Reckershausen';'dboeke@net-mail.de';'';'06763/56237214';'112246';'DE'
'Frau';'';'f';'Stefanie';'Kelley';'Bischof-Rüth-Strasse 106';'5604';'Hendschiken';'stefaniekelley@funmail.ch';'';'044/2778455';'56047';'CH'
'Frau';'';'w';'Walburg';'Kansy';'Lorkenhöhe 184';'8775';'Luchsingen';'walburg-kansy@quickmail.ch';'';'048762140';'10563';'CH'
'Herr';'';'m';'Haimo';'Dölle';'Thingslindestrasse 120';'46149';'Oberhausen';'h-86@email.de';'';'';'138178';'DE'
'Frau';'';'w';'Riana Nadja';'Meiler';'Morthorststrasse 133';'4895';'Brottewitz';'riananadja.meiler@bestmail.de';'';'05902/34946830';'93454';'DE'
'Herr';'';'m';'Marko';'Bertling';'Zum Galgenberg 1b';'52511';'Geilenkirchen';'marko_bertling@web.de';'';'';'87784';'DE'
'Frau';'';'w';'Birglinde';'Heim';'Im Herrengarten 55';'5463';'Wislikofen';'';'';'06561/87340525';'132951';'CH'
'Frau';'';'w';'Liliane Rahel';'Hohaus';'Hamburger Strasse 151';'53229';'Bonn';'';'';'0228/16827505';'74036';'DE'
'';'';'d';'Gerolda';'Opel';'St. Margarethenstrasse 9';'1877';'Bischofswerda';'gerolda-opel@xyz.de';'';'';'70234';'DE'
'k.A.';'';'d';'Otthein-Justus';'Mönig';'Schneeberger Strasse 17';'41199';'Mönchengladbach';'ottheinjustus-moenig@live-mail.de';'';'02161/58833427';'127659';'DE'
'';'';'w';'Kreszenzia Luitgard';'Böcker';'Hintergasse 155';'73230';'Kirchheim unter Teck';'';'';'07021/77251404';'96739';'DE'
'Herr';'';'m';'Hartger';'Spranger';'Im Spring 10';'8222';'Beringen';'hartger_spranger@spam-mail.ch';'';'032/4977013';'184978';'CH'
'k.A.';'';'d';'Irmentraut Kaya';'Dirks';'Ebereschenweg 77';'5334';'Böbikon';'irmentrautkaya-dirks@private.ch';'';'';'62650';'CH'
'';'';'';'Ingunde';'Seelbach-Schittenhelm';'Stockhausener Strasse 91';'53518';'Leimbach';'i_1997@anymail.de';'';'02691/74842903';'147404';'DE'
'';'';'w';'Lotte';'Steding';'Falltorstrasse 47';'4552';'Borna';'lotte-1978@hoster.de';'';'07706/90048072';'120427';'DE'
'k.A.';'';'d';'Karl';'Nacke';'Am Sportfeld 17';'6122';'Menznau';'k_nacke@company.ch';'';'068550535';'52612';'CH'
'';'';'w';'Jasmin';'Ruiz';'Lukasstrasse 188';'31558';'Hagenburg';'';'';'05033/60329440';'17908';'DE'
'Herr';'';'m';'Arnfred';'Claassen';'Laurentiusstrasse 108';'1691';'Villarimboud';'arnfred_claassen@trashmail.ch';'';'041 271 9686';'27264';'CH'
'Frau';'';'w';'Irmingard';'Maute';'Im Mittelfeld 155';'38259';'Salzgitter';'';'';'05341/69296188';'91785';'DE'
'Herr';'';'m';'Markward';'Lind';'Im Neuen Garten 67';'56841';'Traben-Trarbach';'markward.lind@net-mail.de';'';'06541/53790991';'71914';'DE'
'';'';'';'Christoph';'Welter';'Bremen 30';'42389';'Wuppertal';'christoph.welter@net-mail.de';'';'';'77025';'DE'
'Herr';'';'m';'Klausjürgen';'Stollenwerk';'Wallrain 96';'1035';'Bournens';'k-1993@private.ch';'';'056/8884617';'103589';'CH'
'Frau';'';'w';'Margareta';'Küstner';'In Witzerath 162';'4588';'Unterramsern';'';'';'045116883';'72143';'CH'
'Herr';'';'m';'Reginhardt';'Mall';'Weihergasse 102';'5442';'Fislisbach';'r94@private.ch';'';'044 303 1269';'19976';'CH'
'Frau';'';'w';'Evelyn';'Kotzur-Hanusch';'Schenkstrasse 36';'6695';'Piano di Peccia';'ekotzurhanusch@goggle-mail.ch';'';'044 841 2322';'164596';'CH'
'Herr';'';'m';'Meinhart';'Ahnert';'Bonkampstrasse 81';'54689';'Olmscheid';'meinhart-ahnert@trashmail.de';'';'06550/95645782';'54239';'DE'
'k.A.';'';'';'Adalbert Meinrad';'Wittke';'Hindenburgallee 18';'45881';'Gelsenkirchen';'adalbertmeinrad.wittke@hoster.de';'';'0209/50186248';'49148';'DE'
'Frau';'';'w';'Ewalda';'Bargmann';'Auf den Steinen 34';'25980';'Westerland';'e.1989@funmail.de';'';'04651/98769161';'38386';'DE'
'Frau';'';'w';'Rosalie';'Krannich-Heesen';'Kesselstrasse 195';'1691';'Villarimboud';'r_krannich_heesen@bestmail.ch';'';'';'53569';'CH'
'Herr';'';'m';'Melchior Gernod';'Kaczmarek';'Kaarster Strasse 192';'7639';'Weißenborn';'melchiorgernodkaczmarek@spam-mail.de';'';'05165/42137073';'123080';'DE'
'Frau';'';'';'Werngard';'Berendes';'Kreuztaler Strasse 153';'64859';'Eppertshausen';'w.1973@mymail.de';'';'';'151413';'DE'
'Frau';'';'w';'Nina';'Lueg';'Steinbachweg 32';'1552';'Trey';'';'';'04871/94558619';'155291';'CH'
'Herr';'';'m';'Marvin';'Kowalewski';'Am alten Garten 164';'2558';'Aegerten';'';'';'044/9754359';'47717';'CH'
'Herr';'';'h';'Burkhardt Reiner';'Schelle';'Grosser Ring 185';'08321';'Zschorlau';'b_schelle@bestmail.de';'';'03771/74994168';'62863';'DE'
'Frau';'';'w';'Jolantha';'Streit';'Im Ohl 97';'78269';'Volkertshausen';'jolantha-streit@hoster.de';'';'07774/67257321';'79125';'DE'
'Herr';'';'m';'Sönke';'Viessmann';'Antoniusstrasse 72';'65558';'Holzheim';'soenkeviessmann@funmail.de';'';'';'159671';'DE'
'Herr';'';'m';'Xaver';'Schmidt';'Storchengasse 19';'96138';'Burgebrach';'';'';'09546/6846460';'76178';'DE'
'';'';'';'Barne';'Schneider';'Bestenheider Landstr. 45';'6418';'Rothenthurm';'marketting@blue-white.de';'';'067553602';'98632';'CH'
'';'';'';'Jetty';'Gensch';'Am Burger Weg 3';'4416';'Bubendorf';'j.gensch@company.net';'';'';'44160';'CH'
'Frau';'';'';'Wella';'Pichler';'Wunderthauser Str. 17';'59969';'Hallenberg';'logistik@zrp-communications.info';'';'02984/121905';'167444';'DE'
'Frau';'';'';'Pinkola';'Andres';'Bergstr. 3';'1691';'Villarimboud';'info@company.de';'';'08752/2203297';'194061';'CH'
'Frau';'';'';'Melanie';'Lehr';'In der Lockhütte 10';'4106';'Therwil';'info@zrp-communications.de';'';'041051700';'51543';'CH'
'Herr';'';'h';'Til';'Schneider';'Lachenbachweg 25';'6362';'Stansstad';'t.schneider@zo-texit.com';'';'042991733';'63623';'CH'
'Frau';'';'f';'Sanne';'Schulte';'Rudower Chaussee 16';'12529';'Schönefeld';'personal@comm-prefix.com';'';'';'180438';'DE'
'Frau';'';'';'Shaolin';'Kopp';'Görlitzer Str. 31';'61130';'Nidderau';'';'';'06187/5933578';'40021';'DE'
'';'';'';'Quirin';'Langer';'Böcklinstr. 38';'6314';'Neuägeri';'info@zrp-communications.com';'';'045/2703364';'157810';'CH'
'Herr';'';'h';'Reno';'Vogt';'Bentorfer Str. 6';'2739';'Eibau';'';'';'';'69083';'DE'
'Frau';'';'w';'Amande';'Borchard';'Resthauser Str. 42';'49661';'Cloppenburg';'';'';'04471/1335922';'52640';'DE'
'';'';'';'Jetty';'Borchard';'Ackerstr. 45';'35641';'Schöffengrund';'';'';'06445/6683324';'96093';'DE'
'Frau';'';'f';'Alina';'Vogel';'Cervantesstr. 12';'6418';'Rothenthurm';'';'';'044/9904272';'24227';'CH'
'Herr';'';'h';'Janosch';'Werner';'Winterstr. 32';'66740';'Saarlouis';'j.werner@technikzq.com';'';'06831/4346014';'8073';'DE'
'Herr';'';'m';'Dominick';'Vogt';'Dammstr. 8';'1757';'Noréaz';'';'';'';'9906';'CH'
'Frau';'';'';'Manela';'Schultheiß';'Gewerbestr. 21';'6314';'Neuägeri';'';'';'07389/948419';'6581';'CH'
'Herr';'';'';'Lukas';'Stenger';'Zur Hirtenwies 15';'6663';'Spruga';'l.stenger@t-pomline.de';'';'';'93321';'CH'
'';'';'';'Mattes';'Koenigsmann';'Auf der Kehr 15';'5466';'Kaiserstuhl AG';'info@qt-power.net';'';'';'99461';'CH'
'Frau';'';'f';'Papoula';'Vogel';'Hinterbärenburger Weg 4';'1877';'Bischofswerda';'vogel@zrp-communications.de';'';'035056/2890620';'23438';'DE'
'Frau';'';'f';'Weilev';'Bauer';'Rue de la gare 4';'1962';'Pont-de-la-Morge (Sion)';'bauer@comm-prefix.net';'';'044/9653910';'196257';'CH'
'Frau';'';'f';'Phibie';'Wagner';'Kleine Feldgasse 28';'01108';'Dresden';'';'';'0351/666791';'25377';'DE'
'Herr';'';'f';'Karl';'Lohrenz';'Im Eckengarten 5';'6122';'Menznau';'';'';'061567927';'76382';'CH'
'Frau';'';'';'Ann';'Kundert';'Friedrich-List-Str. 7';'19230';'Hagenow';'';'';'038859/767974';'27984';'DE'
'Frau';'';'';'Malinde';'Hildebrand';'Emilienstr. 29';'45128';'Essen';'m.hildebrand@x-piros.de';'';'0201/3698263';'195463';'DE'
'Herr';'';'m';'Theophilus';'Fried';'Berlepschstr. 6';'1416';'Pailly';'';'';'';'84416';'CH'
'Frau';'Dr.h.c.';'f';'Otila';'Gensch';'Maximilian-Kolbe-Str. 6';'1116';'Cottens VD';'';'';'032/6707614';'111658';'CH'
'';'';'';'Beke';'Ryer';'Hammer Str. 37';'59229';'Ahlen';'';'';'';'192763';'DE'
'Herr';'';'m';'Thiess';'Specht';'Schneiderstr. 39';'9442';'Büriswilen';'';'';'032/4107858';'16218';'CH'
'';'';'';'Niklas';'Schultes';'Walmeweg 32';'6314';'Neuägeri';'niklas@comm-prefix.de';'';'041 543 1891';'188744';'CH'
'Frau';'';'m';'Melanie';'Lehr';'Huggelweg 6';'4106';'Therwil';'info@zrp-communications.de';'';'068349516';'17352';'CH'
'Herr';'';'m';'Til';'Schneider';'Lachenbachweg 25';'1749';'Middes';'t.schneider@zo-texit.com';'';'044 519 9277';'174996';'CH'
'Frau';'';'';'Shaolin';'Kopp';'Görlitzer Str. 31';'61130';'Nidderau';'';'';'06187/5933578';'11673';'DE'
'Frau';'';'';'Eliette';'Vogel';'Georg-Anhegger-Str. 28';'87600';'Kaufbeuren';'vogel@zo-texit.de';'';'08341/507338';'66124';'DE'
'';'';'';'Quirin';'Langer';'Böcklinstr. 38';'1358';'Valeyres-sous-Rances';'info@zrp-communications.com';'';'056/8321870';'13589';'CH'
'Herr';'';'m';'Reno';'Vogt';'Bentorfer Str. 6';'2739';'Eibau';'';'';'05733/4631306';'68355';'DE'
'Frau';'';'m';'Amande';'Borchard';'Resthauser Str. 42';'49661';'Cloppenburg';'';'';'04471/1335922';'146092';'DE'
'';'';'';'Jetty';'Borchard';'Ackerstr. 45';'35641';'Schöffengrund';'';'';'06445/6683324';'84241';'DE'
'';'';'';'Hannika';'Müller';'Melemstr. 17';'6032';'Emmen';'mller@blue-white.de';'';'069/105106';'87491';'CH'
'Herr';'';'m';'Janosch';'Werner';'Winterstr. 32';'66740';'Saarlouis';'';'';'06831/4346014';'98924';'DE'
'Herr';'';'m';'Dominick';'Vogt';'Dammstr. 8';'1757';'Noréaz';'';'';'';'27519';'CH'
'Frau';'';'w';'Wiltrud';'Demski';'Uelzener Strasse 120';'72250';'Freudenstadt';'wiltrud-demski@private.de';'';'07441/19280160';'21724';'DE'
'Frau';'Dr.';'w';'Annabell Clarissa';'Windmüller';'Mühlenhardt 63';'8523';'Plauen';'annabellclarissa-windmueller@trashmail.de';'';'07023/58978542';'110796';'DE'
'Herr';'';'m';'Dietmund Meinfried';'Bailey';'Severinstrasse 126';'6634';'Brione (Verzasca)';'dietmundmeinfried_bailey@trashmail.ch';'';'032/3823880';'164928';'CH'
'';'';'d';'Ralph-Engelbrecht';'Burgdorf';'Vogesenstrasse 32';'7138';'Surcuolm';'r-engelbrecht_burgdorf@inter-mail.ch';'';'056/2084709';'71389';'CH'
'Herr';'';'m';'Thoralf';'Wendorff';'Schulz-Gahmen-Strasse 179';'21401';'Thomasburg';'t1981@mymail.de';'';'05859/27727384';'60595';'DE'
'';'';'w';'Cordelia';'Barrenbrügge-Kühn';'In den Lärchen 138';'3256';'Dieterswil';'cordeliabarrenbrueggekuehn@justmail.ch';'';'044/1491496';'32567';'CH'
'Herr';'';'m';'Uto';'Kaczmarczyk';'Fasanenstrasse 144';'1305';'Penthalaz';'u_1991@hoster.ch';'';'032/1467635';'49598';'CH'
'Frau';'';'w';'Leonharda';'Ward';'Hahnstrasse 47';'7442';'Clugin';'leonharda-1993@quickmail.ch';'';'032/5753180';'82218';'CH'
'Frau';'';'w';'Griseldis';'Ronge';'Südfeld 102';'8845';'Studen SZ';'';'';'062 351 5053';'8845';'CH'
'';'Dr.';'w';'Philine';'Rinck';'Hunselweg 110';'66879';'Steinwenden';'philine.rinck@retromail.de';'';'06371/93529293';'186490';'DE'
'Herr';'';'m';'Hariolf Wolfhardt';'Knabe';'Römerwall 12';'7162';'Tavanasa';'';'';'062 807 3207';'47965';'CH'
'Herr';'';'m';'Jochen';'Brake';'Hohe Fuhr 95';'6314';'Neuägeri';'jochen_brake@xyz.ch';'';'044/5292950';'21107';'CH'
'';'';'w';'Liesegret';'Schaffner-Oehmichen';'Steinackerstrasse 169';'9244';'Niederuzwil';'liesegret73@ultramail.ch';'';'';'156554';'CH'
'';'';'';'Hartmuth';'Kleinfeld';'Buschstrasse 197';'1757';'Noréaz';'hartmuth86@ultramail.ch';'';'032/3055318';'99918';'CH'
'';'';'m';'Otbert';'Kist';'An der Fuhr 196';'2557';'Studen BE';'otbert.kist@hoster.ch';'';'';'48925';'CH'
'k.A.';'';'d';'Giselind-Giulia';'Dewald';'Gronauer Strasse 112';'7241';'Conters im Prättigau';'g-g-dewald@ultramail.ch';'';'';'32292';'CH'
